zip,state,county,city
2786,North Carolina,Beaufort,
2817,Rhode Island,Kent,
2793,Massachusetts,Middlesex,
2748,Massachusetts,Bristol,
2764,Massachusetts,Bristol,
2806,Rhode Island,Bristol,
2818,Rhode Island,Kent,
2809,Rhode Island,Bristol,
2777,Massachusetts,Bristol,
2760,Massachusetts,Bristol,
2769,Massachusetts,Bristol,
2813,Rhode Island,Washington,
2815,Rhode Island,Providence,
2779,Massachusetts,Bristol,
2814,Rhode Island,Providence,Chepachet
2768,Massachusetts,Bristol,Raynham Center
2808,Rhode Island,Washington,
2766,Massachusetts,Bristol,
2763,Massachusetts,Bristol,
2791,Massachusetts,Bristol,
32226,Florida,Duval,Jacksonville
27562,North Carolina,Chatham,
43783,Ohio,Perry,
2830,Rhode Island,Providence,
2833,Rhode Island,Washington,
2868,Rhode Island,Kent,Warwick
2860,Rhode Island,Providence,Pawtucket
2865,Rhode Island,Providence,
2874,Rhode Island,Washington,
2873,Rhode Island,Washington,
2845,New Hampshire,Carroll,
2829,Rhode Island,Providence,Harmony
2832,Rhode Island,Washington,Hope Valley
2822,Rhode Island,Washington,
2824,Rhode Island,Providence,
2872,Rhode Island,Newport,
2828,Rhode Island,Providence,Greenville
2867,North Carolina,Iredell,
2870,Rhode Island,Washington,
2852,Rhode Island,Washington,
2871,Rhode Island,Newport,
2840,Rhode Island,Newport,Newport
2841,Rhode Island,Newport,Newport
2858,Rhode Island,Providence,
2836,Rhode Island,Washington,
2835,Rhode Island,Newport,
2857,Rhode Island,Providence,
2837,Rhode Island,Newport,
2863,Rhode Island,Providence,Central Falls
2842,Rhode Island,Newport,
2823,Rhode Island,Providence,Cranston
2876,Rhode Island,Providence,
67570,Kansas,Reno,
2919,Rhode Island,Providence,
2882,Rhode Island,Washington,
2907,Rhode Island,Providence,Providence
2884,Rhode Island,Washington,
2906,Rhode Island,Providence,Providence
2896,Rhode Island,Providence,
2908,Rhode Island,Providence,Providence
2915,Rhode Island,Providence,East Providence
2877,Rhode Island,Washington,
2875,Rhode Island,Washington,
2911,Rhode Island,Providence,
2895,Rhode Island,Providence,Woonsocket
2891,Rhode Island,Washington,Misquamicut
2914,Rhode Island,Providence,East Providence
2879,Rhode Island,Washington,
2892,Rhode Island,Washington,
2916,Rhode Island,Providence,East Providence
2894,Rhode Island,Washington,
2904,Rhode Island,Providence,Providence
2881,Rhode Island,Washington,Kingston
2888,Rhode Island,Kent,Warwick
2878,Rhode Island,Newport,
2893,Rhode Island,Kent,
2885,Rhode Island,Bristol,
2903,Rhode Island,Providence,Providence
2910,Rhode Island,Providence,Cranston
2880,Rhode Island,Washington,Narragansett Pier
63747,Missouri,Cape Girardeau,
44691,Ohio,Wayne,
47971,Indiana,Benton,
2936,South Carolina,Dillon,
2947,Maine,Franklin,
2948,South Carolina,Colleton,
2950,South Carolina,Georgetown,
2957,South Carolina,Marion,
2964,South Carolina,Laurens,
2986,Rhode Island,Providence,
2992,South Carolina,Beaufort,
3008,New Hampshire,Cheshire,
3010,Georgia,Paulding,
3021,New Hampshire,Hillsborough,
57479,South Dakota,Brown,
2980,Rhode Island,Providence,Providence
3046,New Hampshire,Merrimack,
2929,Rhode Island,Providence,Cranston
3048,New Hampshire,Hillsborough,
3031,New Hampshire,Hillsborough,
2920,Rhode Island,Providence,Cranston
3051,New Hampshire,Hillsborough,
3033,New Hampshire,Hillsborough,
3030,New Hampshire,Hillsborough,Nashua
3038,New Hampshire,Rockingham,Derry
3043,New Hampshire,Hillsborough,
3052,New Hampshire,Hillsborough,
3032,New Hampshire,Rockingham,
3045,New Hampshire,Hillsborough,
2931,Rhode Island,Providence,Cranston
2921,Rhode Island,Providence,Cranston
3047,New Hampshire,Hillsborough,
3084,New Hampshire,Hillsborough,
3071,New Hampshire,Hillsborough,
3058,New Hampshire,Hillsborough,
3077,New Hampshire,Rockingham,
3054,New Hampshire,Hillsborough,
3068,New Hampshire,Cheshire,
3072,New Hampshire,Carroll,
3075,New Hampshire,Hillsborough,
3110,New Hampshire,Hillsborough,
3061,New Hampshire,Hillsborough,Nashua
3060,New Hampshire,Hillsborough,Nashua
3083,New Hampshire,Hillsborough,
3104,New Hampshire,Hillsborough,Manchester
3091,Florida,Charlotte,
3097,Maine,York,
3108,New Hampshire,Hillsborough,Manchester
3055,New Hampshire,Hillsborough,Milford
3106,New Hampshire,Merrimack,Hooksett
3087,New Hampshire,Rockingham,
3113,Georgia,Haralson,
3153,Georgia,Appling,
3164,New Hampshire,Grafton,
3102,New Hampshire,Hillsborough,Manchester
3064,New Hampshire,Hillsborough,Nashua
3057,New Hampshire,Hillsborough,
3109,New Hampshire,Hillsborough,Manchester
3103,New Hampshire,Hillsborough,Manchester
3079,New Hampshire,Rockingham,
3056,New Hampshire,Rockingham,Newfields
3076,New Hampshire,Hillsborough,
3101,New Hampshire,Hillsborough,Manchester
3063,New Hampshire,Hillsborough,Nashua
3187,New Hampshire,Carroll,
3196,New Hampshire,Merrimack,South Hooksett
3197,New Hampshire,Hillsborough,
3240,New Hampshire,Grafton,
3208,New Hampshire,Belknap,
3209,Florida,Leon,
3210,New Hampshire,Grafton,
3212,New Hampshire,Carroll,
85076,Arizona,Apache,Eagar
3247,New Hampshire,Belknap,Laconia
3242,New Hampshire,Merrimack,
3222,New Hampshire,Grafton,
3233,New Hampshire,Merrimack,
3245,New Hampshire,Grafton,
3217,New Hampshire,Grafton,
3224,New Hampshire,Merrimack,
3243,New Hampshire,Merrimack,
3238,New Hampshire,Grafton,
3221,New Hampshire,Merrimack,
3248,New Hampshire,Sullivan,
3201,Massachusetts,Plymouth,Brockton
3218,New Hampshire,Belknap,
3226,New Hampshire,Belknap,
3230,New Hampshire,Merrimack,
3244,New Hampshire,Hillsborough,
3231,New Hampshire,Merrimack,
3223,New Hampshire,Grafton,
3220,New Hampshire,Belknap,
3241,New Hampshire,Grafton,
3227,New Hampshire,Carroll,
3235,New Hampshire,Merrimack,Franklin
3216,New Hampshire,Merrimack,
72863,Arkansas,Logan,
15778,Pennsylvania,Jefferson,Timblin
87735,New Mexico,Mora,
3258,New Hampshire,Merrimack,
3266,New Hampshire,Grafton,
3293,New Hampshire,Grafton,
3263,New Hampshire,Merrimack,
3251,New Hampshire,Grafton,
3262,New Hampshire,Grafton,
3273,New Hampshire,Merrimack,
3291,New Hampshire,Rockingham,
3276,New Hampshire,Belknap,Tilton Northfield
3289,New Hampshire,Belknap,
3257,New Hampshire,Merrimack,
3275,New Hampshire,Merrimack,Suncook
3272,New Hampshire,Merrimack,
3294,New Hampshire,Hillsborough,
3284,New Hampshire,Sullivan,
3253,New Hampshire,Belknap,
3278,New Hampshire,Merrimack,
3268,New Hampshire,Merrimack,
3279,New Hampshire,Grafton,
3282,New Hampshire,Grafton,
3290,New Hampshire,Rockingham,
3281,New Hampshire,Hillsborough,
3261,New Hampshire,Rockingham,
3255,New Hampshire,Merrimack,
3256,New Hampshire,Belknap,
3285,New Hampshire,Grafton,
3280,New Hampshire,Sullivan,
3441,New Hampshire,Cheshire,
3308,California,Kern,
3321,New Jersey,Salem,
3323,New Hampshire,Merrimack,
3324,New Hampshire,Merrimack,
3325,New Hampshire,Belknap,
3326,New Hampshire,Belknap,
3302,New Hampshire,Hillsborough,
3333,New Hampshire,Carroll,
3347,New Hampshire,Cheshire,
3354,New Hampshire,Carroll,
3360,Georgia,Madison,
3361,New Hampshire,Cheshire,
3374,New Hampshire,Sullivan,
3375,New Hampshire,Carroll,
3382,New Hampshire,Carroll,
3383,New Hampshire,Strafford,
3385,New Hampshire,Strafford,
3403,New Hampshire,Hillsborough,
3421,Massachusetts,Plymouth,
3352,New Hampshire,Cheshire,Jaffrey
3356,New Hampshire,Belknap,New Hampton
3444,New Hampshire,Cheshire,
3305,New Hampshire,Merrimack,Concord
3442,New Hampshire,Hillsborough,
3435,New Hampshire,Cheshire,Keene
3327,Florida,Broward,Weston
3440,New Hampshire,Hillsborough,
3301,New Hampshire,Merrimack,Concord
3431,New Hampshire,Cheshire,Keene
3445,New Hampshire,Cheshire,
3299,New Hampshire,Rockingham,
3303,New Hampshire,Merrimack,
3469,New Hampshire,Cheshire,
3458,New Hampshire,Hillsborough,
3453,Georgia,Tattnall,Reidsville
3500,Alabama,Tallapoosa,Alexander City
3487,New Hampshire,Grafton,Enfield
3475,New Hampshire,Grafton,Bethlehem
3461,New Hampshire,Cheshire,
3459,New Hampshire,Cheshire,
3463,New Hampshire,Cheshire,
3468,New Hampshire,Hillsborough,
3477,New Hampshire,Cheshire,
3478,New Hampshire,Grafton,
3504,New Hampshire,Cheshire,
3505,New Hampshire,Coos,
3508,Vermont,Windham,
3513,Georgia,Fannin,
3525,Alabama,St. Clair,
3532,Massachusetts,Barnstable,Bourne
3536,New Hampshire,Carroll,
3539,New Hampshire,Coos,
3540,New Hampshire,Cheshire,
3467,New Hampshire,Cheshire,
3470,New Hampshire,Cheshire,
3450,New Hampshire,Cheshire,
3457,New Hampshire,Cheshire,
3464,New Hampshire,Cheshire,
3466,New Hampshire,Cheshire,
3448,New Hampshire,Cheshire,
3446,New Hampshire,Cheshire,
3447,New Hampshire,Cheshire,
3451,New Hampshire,Cheshire,
3449,New Hampshire,Hillsborough,
3542,New Hampshire,Coos,
3551,Alabama,Winston,
3553,Alabama,Winston,
3554,Massachusetts,Nantucket,
3601,New Hampshire,Sullivan,
98071,Oregon,Umatilla,
3571,Maine,Lincoln,
3572,New Hampshire,Grafton,
3575,New Hampshire,Coos,
3605,New Hampshire,Sullivan,
3578,New Hampshire,Coos,
3590,New Hampshire,Coos,
3603,New Hampshire,Sullivan,
3584,New Hampshire,Coos,
83238,Idaho,Bear Lake,
3581,New Hampshire,Coos,
3594,New Hampshire,Carroll,Wolfeboro
3591,New Hampshire,Coos,
3596,Maine,Oxford,
3599,New Hampshire,Coos,
3585,New Hampshire,Grafton,
3602,New Hampshire,Cheshire,
3582,New Hampshire,Coos,
3580,New Hampshire,Grafton,
3595,New Hampshire,Coos,
3583,New Hampshire,Coos,
3592,New Hampshire,Coos,
3593,New Hampshire,Coos,
3597,New Hampshire,Coos,
3567,New Hampshire,Sullivan,Claremont
3586,New Hampshire,Grafton,
3604,Alabama,Crenshaw,
3588,New Hampshire,Coos,
3561,New Hampshire,Grafton,Littleton
3606,New Hampshire,Sullivan,
3740,New Hampshire,Grafton,
3624,Alabama,Cleburne,Hollis Crossroads
3732,Tennessee,Rhea,Dayton
3630,Alabama,Butler,
3638,New Hampshire,Carroll,
3640,New Hampshire,Grafton,
3642,Alabama,Conecuh,
3649,Massachusetts,Barnstable,New Seabury
3650,New Hampshire,Sullivan,
3652,Alabama,Houston,
3656,New Hampshire,Belknap,
3662,Maine,Hancock,
3667,New Hampshire,Carroll,
3678,New Hampshire,Grafton,
3681,Alabama,Tallapoosa,
3686,Alabama,Tallapoosa,
3688,Alabama,Macon,
3694,Maine,Washington,
3703,Tennessee,Rutherford,
3743,New Hampshire,Sullivan,Claremont
3720,New Hampshire,Belknap,
3736,Missouri,Scott,
3609,New Hampshire,Cheshire,North Walpole
3748,New Hampshire,Grafton,
3626,Alabama,Clay,Lineville
3713,California,San Bernardino,Big Bear Lake
3741,New Hampshire,Grafton,
3745,New Hampshire,Sullivan,
3742,New Hampshire,Sullivan,Claremont
3607,New Hampshire,Sullivan,
3746,New Hampshire,Sullivan,
3704,New Hampshire,Sullivan,Claremont
3851,New Hampshire,Strafford,
3752,New Hampshire,Sullivan,
3784,New Hampshire,Grafton,Lebanon
3802,Maine,York,Kittery
3757,New Hampshire,Rockingham,
3763,Maine,Aroostook,
3804,Maine,York,Kittery
3766,New Hampshire,Grafton,Lebanon
3773,New Hampshire,Sullivan,Newport
3772,New Hampshire,Sullivan,
3783,New Hampshire,Sullivan,
3789,New Hampshire,Grafton,
3798,New Hampshire,Grafton,
3806,New Hampshire,Cheshire,
4295,Maine,Kennebec,
3803,Maine,York,Kittery
3769,New Hampshire,Grafton,
3782,New Hampshire,Sullivan,
3754,New Hampshire,Sullivan,
3774,New Hampshire,Grafton,
3770,New Hampshire,Sullivan,
3777,New Hampshire,Grafton,
3809,New Hampshire,Belknap,
3751,New Hampshire,Sullivan,
3812,New Hampshire,Carroll,
3753,New Hampshire,Sullivan,
3781,New Hampshire,Sullivan,
3771,New Hampshire,Grafton,
3810,New Hampshire,Belknap,
3765,New Hampshire,Grafton,
3780,New Hampshire,Grafton,
3811,New Hampshire,Rockingham,
3749,New Hampshire,Grafton,
3846,New Hampshire,Carroll,
3830,New Hampshire,Carroll,
3820,New Hampshire,Strafford,Dover
3850,New Hampshire,Carroll,Melvin Village
3833,New Hampshire,Rockingham,Exeter
3837,New Hampshire,Belknap,
3832,New Hampshire,Carroll,
3843,New Hampshire,Rockingham,Exeter
3839,New Hampshire,Strafford,Rochester
3845,New Hampshire,Carroll,
3819,New Hampshire,Rockingham,
3849,New Hampshire,Carroll,
3842,New Hampshire,Rockingham,Hampton
3840,New Hampshire,Rockingham,
3853,New Hampshire,Carroll,
3826,New Hampshire,Rockingham,
3823,New Hampshire,Strafford,
3841,New Hampshire,Rockingham,
3818,New Hampshire,Carroll,
3835,New Hampshire,Strafford,
3838,New Hampshire,Carroll,
3821,New Hampshire,Strafford,Somersworth
3847,New Hampshire,Carroll,North Conway
3817,New Hampshire,Carroll,
3822,New Hampshire,Carroll,
3844,New Hampshire,Rockingham,
3824,New Hampshire,Strafford,
3816,New Hampshire,Carroll,
3852,New Hampshire,Strafford,Milton Mills
3825,New Hampshire,Strafford,
3827,New Hampshire,Rockingham,
48661,Michigan,Ogemaw,
93451,California,San Luis Obispo,San Miguel
3855,New Hampshire,Strafford,
3886,New Hampshire,Carroll,
3879,New Hampshire,Strafford,Somersworth
3865,New Hampshire,Rockingham,
3861,New Hampshire,Strafford,
3859,New Hampshire,Rockingham,
3876,New Hampshire,Carroll,
3877,New Hampshire,Grafton,
3868,New Hampshire,Strafford,Rochester
3873,New Hampshire,Rockingham,
3895,New Hampshire,Carroll,Wolfeboro
3888,New Hampshire,Carroll,
3892,New Hampshire,Coos,
3867,New Hampshire,Strafford,Rochester
3887,New Hampshire,Strafford,
3869,New Hampshire,Strafford,
3882,New Hampshire,Carroll,
3864,New Hampshire,Carroll,
3854,New Hampshire,Rockingham,
3866,New Hampshire,Strafford,Farmington
4408,Maine,Hancock,
3874,New Hampshire,Rockingham,Seabrook Beach
3878,New Hampshire,Strafford,Somersworth
3860,New Hampshire,Carroll,
3870,New Hampshire,Rockingham,
3883,New Hampshire,Carroll,
3890,New Hampshire,Carroll,
3856,New Hampshire,Rockingham,
1001,Massachusetts,Hampden,Agawam Town
28649,North Carolina,Wilkes,
3909,Maine,York,
3957,Florida,Lee,Sanibel
4004,Maine,York,
4001,Maine,York,
3976,Maine,Somerset,Skowhegan
3923,Maine,York,South Eliot
3936,Mississippi,Wayne,
3942,Mississippi,Greene,
3945,Mississippi,Greene,
3952,New Hampshire,Coos,
3954,New Hampshire,Hillsborough,East Merrimack
4003,Maine,Cumberland,
3958,New Hampshire,Coos,
3961,New Hampshire,Strafford,
3970,New Hampshire,Hillsborough,
3974,Maine,Waldo,
3978,New Hampshire,Grafton,
3981,Maine,Waldo,
3982,New Hampshire,Hillsborough,
4000,Maine,Somerset,
3901,Maine,York,
3905,Maine,York,Kittery Point
3907,Maine,York,
3896,New Hampshire,Carroll,Wolfeboro
3908,Maine,York,
3910,Maine,York,Cape Neddick
4005,Maine,York,Biddeford
4006,Maine,York,Biddeford
4002,Maine,York,
3904,Maine,York,
3897,New Hampshire,Carroll,
2663,Massachusetts,Barnstable,
4011,Maine,Cumberland,Brunswick
4021,Maine,Cumberland,Cumberland Center
4018,Maine,Kennebec,
4029,Maine,Cumberland,
4057,Maine,Cumberland,
4026,Maine,Piscataquis,
4027,Maine,York,
4008,Maine,Sagadahoc,
4015,Maine,Cumberland,
4019,Maine,Cumberland,Portland
4028,Maine,York,
4055,Maine,Cumberland,
4045,Maine,Cumberland,
4053,Virginia,Patrick,
4058,Maine,Cumberland,
4040,Maine,Cumberland,
4043,Maine,York,Kennebunk
4047,Maine,York,
4042,Maine,York,
4009,Maine,Cumberland,
4048,Maine,York,
4022,Maine,Oxford,
4050,Maine,Cumberland,
4038,Maine,Cumberland,Gorham
4032,Maine,Cumberland,
4056,Maine,York,
4016,Maine,Oxford,
4030,Maine,York,
4024,Maine,Cumberland,
4039,Maine,Cumberland,
4041,Maine,Oxford,
3994,New Hampshire,Carroll,Wolfeboro
4065,Maine,Somerset,
79606,Texas,Taylor,
4067,Maine,Cumberland,
4104,Maine,Cumberland,Portland
4071,Maine,Cumberland,
4075,Maine,Cumberland,
4073,Maine,York,South Sanford
4083,Maine,York,
4081,Maine,Cumberland,
4095,Maine,York,
4074,Maine,Cumberland,
4079,Maine,Cumberland,
4092,Maine,Cumberland,Westbrook
4069,Maine,Cumberland,
4063,Maine,York,Old Orchard Beach
4099,Maine,Cumberland,Bridgton
4102,Maine,Cumberland,Portland
4064,Maine,York,Old Orchard Beach
4097,Maine,Cumberland,
4084,Maine,Cumberland,
4091,Maine,Cumberland,
4078,Maine,Cumberland,
4087,Maine,York,
4062,Maine,Cumberland,
4072,Maine,York,Saco
4103,Maine,Cumberland,Portland
4086,Maine,Sagadahoc,
4066,Maine,Cumberland,
4068,Maine,Oxford,
4082,Maine,Cumberland,South Windham
4077,Maine,Cumberland,
4070,Maine,Cumberland,
85646,Arizona,Santa Cruz,Tubac
4219,Maine,Oxford,
4226,Maine,Oxford,
4131,Massachusetts,Middlesex,
4143,Kentucky,Carter,
4153,Maine,Androscoggin,
4162,Maine,Hancock,
4112,Maine,Cumberland,Portland
4176,Maine,Oxford,
4197,Maine,Cumberland,
4207,Maine,York,
4209,Maine,Oxford,
4106,Maine,Cumberland,South Portland
4234,Maine,Franklin,
4110,Maine,Cumberland,
4227,Maine,Oxford,
4230,Maine,Androscoggin,
4224,Maine,Oxford,
4235,Maine,Franklin,
4237,Maine,Oxford,
4210,Maine,Androscoggin,Auburn
4231,Maine,Oxford,
4220,Maine,Oxford,
4105,Maine,Cumberland,
4107,Maine,Cumberland,
4108,Maine,Cumberland,Portland
4223,Maine,Androscoggin,Auburn
4216,Maine,Oxford,
4211,Kentucky,Trigg,
4239,Maine,Franklin,Chisholm
4222,Maine,Androscoggin,
4217,Maine,Oxford,
4238,Maine,Oxford,
4225,Maine,Franklin,Wilton
4274,Maine,Androscoggin,
4248,Maine,Lincoln,
4258,Maine,Androscoggin,
4287,Maine,Sagadahoc,
4286,Maine,Oxford,
4270,Maine,Oxford,
4271,Maine,Oxford,
4276,Maine,Oxford,Rumford
4264,Maine,Kennebec,
4250,Maine,Androscoggin,
4272,Maine,Androscoggin,
4278,Maine,Oxford,
4279,Maine,Oxford,
4255,Maine,Oxford,
4262,Maine,Franklin,
4252,Maine,Androscoggin,Lisbon Falls
4266,Maine,Androscoggin,
4268,Maine,Oxford,Norway
4280,Maine,Androscoggin,
4265,Maine,Kennebec,
4285,Maine,Franklin,
4254,Maine,Androscoggin,
4282,Maine,Androscoggin,
4253,Maine,Androscoggin,
4267,Maine,Oxford,
4257,Maine,Oxford,
4284,Maine,Kennebec,
4256,Maine,Androscoggin,Mechanic Falls
4292,Maine,Oxford,
4288,Maine,Androscoggin,
4290,Maine,Oxford,
4261,Maine,Oxford,
4281,Maine,Oxford,
4289,Maine,Oxford,
4260,Maine,Cumberland,
4301,Maine,Kennebec,Winslow
4335,Maine,Lincoln,
4339,Maine,Kennebec,
4338,Maine,Waldo,
16233,Pennsylvania,Clarion,
4333,Maine,Piscataquis,
4401,Maine,Penobscot,
4378,Maine,Lincoln,Wiscasset
4343,Maine,Kennebec,
4330,Maine,Kennebec,
4342,Maine,Lincoln,
4358,Maine,Kennebec,
4336,Maine,Kennebec,Augusta
4345,Maine,Kennebec,
4349,Maine,Kennebec,
4363,Maine,Kennebec,
4365,Maine,Kennebec,
4367,Maine,Washington,
4370,Maine,Aroostook,
4384,Maine,Kennebec,
4389,Maine,Franklin,
4351,Maine,Kennebec,
4348,Maine,Lincoln,
4357,Maine,Sagadahoc,Richmond
4341,Maine,Lincoln,
4350,Maine,Kennebec,
4353,Maine,Lincoln,
4360,Maine,Kennebec,
4364,Maine,Kennebec,
4391,Ohio,Jefferson,Adena
4344,Maine,Kennebec,Farmingdale
4402,Maine,Penobscot,
4347,Maine,Kennebec,Hallowell
4406,Maine,Piscataquis,
4409,Ohio,Lake,Painesville
4101,Maine,Cumberland,Portland
4410,Maine,Penobscot,
4431,Maine,Hancock,
4427,Maine,Penobscot,
4421,Maine,Hancock,
4453,Maine,Penobscot,
4412,Maine,Penobscot,Brewer
4418,Maine,Penobscot,
4424,Maine,Washington,
4423,Maine,Penobscot,
4444,Maine,Penobscot,
4432,Maine,Hancock,
4433,Maine,Penobscot,
4439,Maine,Waldo,
4446,Maine,Piscataquis,
4430,Maine,Penobscot,East Millinocket
4451,Maine,Penobscot,
4414,Maine,Piscataquis,
4413,Maine,Washington,
4429,Maine,Penobscot,
4420,Maine,Hancock,Castine
4442,Maine,Piscataquis,
4454,Maine,Washington,
4428,Maine,Penobscot,
4417,Maine,Penobscot,
4416,Maine,Hancock,Bucksport
4434,Maine,Penobscot,
4419,Maine,Penobscot,
4422,Maine,Penobscot,
4411,Maine,Penobscot,
4441,Maine,Piscataquis,Greenville
1545,Massachusetts,Worcester,
55555,Iowa,Kossuth,
4487,Maine,Penobscot,
4458,Maine,Penobscot,
4479,Maine,Piscataquis,
4460,Maine,Penobscot,
4485,Maine,Piscataquis,
4496,Maine,Waldo,Winterport
4475,Maine,Penobscot,
4465,Maine,Aroostook,
4467,Maine,Penobscot,
4478,Maine,Somerset,
4469,Maine,Penobscot,Orono
4483,Maine,Waldo,
4484,Maine,Washington,
4486,Maine,Knox,
4494,Maine,Penobscot,
4505,Maine,Hancock,
4489,Maine,Penobscot,Old Town
4462,Maine,Penobscot,Millinocket
4456,Maine,Penobscot,
4457,Maine,Penobscot,Lincoln
4476,Maine,Hancock,
4472,Maine,Hancock,
4490,Maine,Washington,
4459,Maine,Penobscot,
4455,Maine,Penobscot,
4493,Maine,Penobscot,
4461,Maine,Penobscot,Milford
4464,Maine,Piscataquis,
4463,Maine,Piscataquis,Milo
4492,Maine,Washington,
4506,Maine,Hancock,
4520,Maine,Androscoggin,
4532,Maine,Cumberland,
4534,Maine,Lincoln,
4571,Maine,Lincoln,
4558,Maine,Lincoln,
4575,Maine,Lincoln,
4576,Maine,Lincoln,
4553,Maine,Lincoln,
4543,Maine,Lincoln,
4564,Maine,Lincoln,
4536,Maine,Sagadahoc,Bath
4574,Maine,Knox,
4561,Maine,Knox,
4562,Maine,Sagadahoc,
4566,Maine,Lincoln,
4581,Maine,Hancock,
4583,Vermont,Franklin,
4646,Maine,Hancock,
4556,Maine,Lincoln,
4565,Maine,Sagadahoc,
4541,Maine,Lincoln,
4572,Maine,Lincoln,
4568,Maine,Lincoln,
4537,Maine,Lincoln,
4547,Maine,Knox,
4563,Maine,Knox,
4570,Maine,Aroostook,
4578,Maine,Lincoln,
4551,Maine,Lincoln,
4548,Maine,Sagadahoc,
4535,Maine,Lincoln,
4584,Maine,Cumberland,
4591,Vermont,Addison,
4593,Maine,Penobscot,
4598,Maine,Somerset,
4599,Maine,Franklin,
4600,Maine,Hancock,
4645,Maine,Knox,
4627,Maine,Hancock,
4612,Maine,Hancock,
4640,Maine,Hancock,
4611,Maine,Washington,
4624,Maine,Hancock,
4642,Maine,Hancock,
4601,Maine,Hancock,Ellsworth
4613,Maine,Hancock,
4609,Maine,Hancock,
4632,Maine,Aroostook,
4638,Maine,Lincoln,
4639,Maine,Washington,
